,event_id,event_date,event_year,event_month,event_time,event_hour,event_am_pm,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,caused_fatalities,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude
261,9799,2017-06-24 20:14:00,2017,June,20:14:00,20,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-81.743517,36.29586263
262,9870,2017-06-29 13:20:00,2017,June,13:20:00,13,PM,landslide,monsoon,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,76.99790295,30.86642127
263,9860,2017-06-28 13:10:00,2017,June,13:10:00,13,PM,landslide,downpour,small,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,105.1071076,8.828619884
264,9773,2017-05-26 13:34:00,2017,May,13:34:00,13,PM,mudslide,flooding,small,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-117.6696041,49.31947768
265,9861,2017-06-28 13:10:00,2017,June,13:10:00,13,PM,landslide,downpour,medium,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,105.0509254,8.774707564
266,9885,2017-06-30 17:15:00,2017,June,17:15:00,17,PM,landslide,flooding,medium,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,84.386742,28.301686
267,9796,2017-05-23 20:14:00,2017,May,20:14:00,20,PM,landslide,continuous_rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-82.65673522,37.46259713
268,9707,2017-06-07 13:27:00,2017,June,13:27:00,13,PM,landslide,rain,medium,urban,8.0,9.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,76.80054202,30.94222039
269,9726,2017-06-08 13:27:00,2017,June,13:27:00,13,PM,landslide,unknown,small,natural_slope,1.0,2.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,74.23352995,33.35149269
271,9794,2017-05-24 20:14:00,2017,May,20:14:00,20,PM,landslide,rain,small,urban,1.0,2.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,120.6312641,16.36626096
272,7988,2016-02-14 07:53:00,2016,February,07:53:00,7,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,4584.0,Philomath,17.56982,-123.5552,44.624
273,9691,2017-06-12 12:00:00,2017,June,12:00:00,12,PM,landslide,unknown,large,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.7486535,37.68040491
276,9743,2017-06-04 13:34:00,2017,June,13:34:00,13,PM,landslide,unknown,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,93.54235868,27.05909317
277,9838,2017-06-27 13:10:00,2017,June,13:10:00,13,PM,landslide,continuous_rain,medium,above_road,0.0,1.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,83.86441477,28.28120123
279,9708,2017-06-13 13:27:00,2017,June,13:27:00,13,PM,landslide,tropical_cyclone,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,114.2092721,22.25721598
280,9751,2017-06-05 13:34:00,2017,June,13:34:00,13,PM,landslide,unknown,small,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-123.3253398,43.29203902
281,9873,2017-06-27 13:20:00,2017,June,13:20:00,13,PM,landslide,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-120.7220363,38.20150332
282,9754,2017-05-30 13:34:00,2017,May,13:34:00,13,PM,riverbank_collapse,unknown,medium,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,104.9913709,8.757672854
283,9696,2017-05-25 18:48:00,2017,May,18:48:00,18,PM,landslide,rain,small,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,101.7707724,3.013135465
284,9886,2017-06-30 13:20:00,2017,June,13:20:00,13,PM,landslide,rain,medium,above_road,1.0,8.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,74.93530189,33.01346369
285,9766,2017-05-29 13:34:00,2017,May,13:34:00,13,PM,landslide,mining,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,121.8676602,24.54070891
286,8284,2014-10-25 23:32:00,2014,October,23:32:00,23,PM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,3465.0,Toledo,12.85137,-123.7784,44.6394
287,9834,2017-06-21 18:51:00,2017,June,18:51:00,18,PM,landslide,rain,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,93.54136779,27.05880384
289,9817,2017-05-19 20:14:00,2017,May,20:14:00,20,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-112.9584172,37.2111985
290,9739,2017-06-05 13:34:00,2017,June,13:34:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-1.959208202,53.72832063
291,9844,2017-06-19 13:10:00,2017,June,13:10:00,13,PM,mudslide,rain,large,above_road,0.0,1.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.2792711,51.97686189
292,9729,2017-06-05 13:27:00,2017,June,13:27:00,13,PM,landslide,rain,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,160.1781839,-9.632058442
293,9832,2017-06-20 13:15:00,2017,June,13:15:00,13,PM,rock_fall,unknown,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-61.03728637,13.94370273
294,9854,2016-08-15 19:22:00,2016,August,19:22:00,19,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,111.145575,37.513392
295,9789,2017-05-26 16:59:00,2017,May,16:59:00,16,PM,landslide,rain,small,urban,0.0,3.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,91.881892,25.907233
297,9742,2017-06-02 13:34:00,2017,June,13:34:00,13,PM,landslide,continuous_rain,medium,urban,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,94.11844319,25.67061161
298,9723,2017-01-10 14:27:00,2017,January,14:27:00,14,PM,landslide,rain,large,urban,2.0,5.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,-65.46576609,-23.91300145
299,9722,2017-06-14 13:27:00,2017,June,13:27:00,13,PM,landslide,earthquake,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-91.89697611,15.12277305
300,9875,2017-06-26 13:20:00,2017,June,13:20:00,13,PM,landslide,downpour,large,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,93.15020652,24.32420539
301,9718,2017-05-25 13:27:00,2017,May,13:27:00,13,PM,landslide,unknown,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-121.5287745,36.01490705
302,9803,2017-05-22 20:14:00,2017,May,20:14:00,20,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-112.122531,46.938003
303,9868,2017-06-10 13:20:00,2017,June,13:20:00,13,PM,landslide,unknown,medium,below_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-80.73380758,40.00611531
304,9813,2017-05-21 20:14:00,2017,May,20:14:00,20,PM,landslide,flooding,small,above_coast,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.4860961,50.19859431
307,9848,2016-08-11 19:22:00,2016,August,19:22:00,19,PM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-5.672826814,56.87939325
309,9738,2017-06-05 13:34:00,2017,June,13:34:00,13,PM,landslide,construction,medium,urban,4.0,1.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,76.89785918,8.558668245
310,9748,2017-06-04 13:34:00,2017,June,13:34:00,13,PM,landslide,unknown,large,above_road,2.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,73.86293399,34.56101506
311,9837,2017-06-21 18:51:00,2017,June,18:51:00,18,PM,riverbank_collapse,construction,medium,above_river,2.0,2.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,85.70071225,21.556137
312,9753,2017-05-29 13:34:00,2017,May,13:34:00,13,PM,landslide,mining,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,121.8676602,24.54070891
313,9764,2017-06-01 13:34:00,2017,June,13:34:00,13,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-105.363267,38.49307909
315,9747,2017-06-04 13:34:00,2017,June,13:34:00,13,PM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,87.67107225,27.33861278
316,9705,2017-06-12 13:27:00,2017,June,13:27:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,74.66018578,13.90074546
317,9704,2017-06-12 13:27:00,2017,June,13:27:00,13,PM,mudslide,continuous_rain,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,94.36416626,25.11956675
318,9843,2017-06-27 13:10:00,2017,June,13:10:00,13,PM,mudslide,downpour,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-119.3390619,46.24948002
319,9780,2017-05-27 13:34:00,2017,May,13:34:00,13,PM,rock_fall,unknown,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-79.82932494,43.23493275
320,9822,2017-05-17 13:15:00,2017,May,13:15:00,13,PM,landslide,rain,medium,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,72.67711817,41.60140744
321,9867,2016-08-16 12:40:00,2016,August,12:40:00,12,PM,rock_fall,no_apparent_trigger,small,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-2.73575,50.700701
322,9725,2017-01-18 14:27:00,2017,January,14:27:00,14,PM,landslide,snowfall_snowmelt,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.7258149,45.51973384
323,9745,2017-06-03 13:34:00,2017,June,13:34:00,13,PM,landslide,rain,medium,urban,3.0,1.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,91.82931979,24.19467451
324,9686,2017-06-17 13:20:00,2017,June,13:20:00,13,PM,landslide,freeze_thaw,catastrophic,above_coast,4.0,9.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,-53.20874578,71.53659933
326,9840,2017-06-27 13:10:00,2017,June,13:10:00,13,PM,landslide,downpour,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,76.93732121,31.72415448
327,9808,2017-05-21 20:14:00,2017,May,20:14:00,20,PM,mudslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-81.01035394,35.14803123
328,9858,2017-06-25 13:10:00,2017,June,13:10:00,13,PM,riverbank_collapse,downpour,small,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,104.8707001,8.689622221
329,9695,2017-06-10 18:48:00,2017,June,18:48:00,18,PM,landslide,unknown,large,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,21.6242683,40.59525301
330,9749,2017-06-04 13:34:00,2017,June,13:34:00,13,PM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,87.67107225,27.33861278
331,9845,2017-06-25 13:10:00,2017,June,13:10:00,13,PM,mudslide,continuous_rain,small,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,114.4132965,29.04080591
332,9737,2017-05-29 13:34:00,2017,May,13:34:00,13,PM,debris_flow,snowfall_snowmelt,large,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,7.61990403,46.28376389
333,9883,2017-06-30 13:20:00,2017,June,13:20:00,13,PM,landslide,rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,103.2768718,26.92110789
334,9934,2017-07-01 15:17:00,2017,July,15:17:00,15,PM,landslide,continuous_rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,92.64204045,27.01145644
335,9855,2017-06-28 13:10:00,2017,June,13:10:00,13,PM,landslide,unknown,small,below_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-79.96332756,40.3518191
337,9782,2017-05-28 13:34:00,2017,May,13:34:00,13,PM,rock_fall,rain,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,121.418086,24.59383609
339,9775,2017-05-29 13:34:00,2017,May,13:34:00,13,PM,riverbank_collapse,unknown,small,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,110.5208594,1.54384065
340,9812,2017-05-19 20:14:00,2017,May,20:14:00,20,PM,mudslide,rain,small,above_road,0.0,7.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,11.737339,50.868738
341,9879,2017-06-26 13:20:00,2017,June,13:20:00,13,PM,mudslide,downpour,large,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,67.81728309,39.52666359
342,9856,2017-06-29 13:10:00,2017,June,13:10:00,13,PM,landslide,continuous_rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,74.16234114,15.68638494
343,9716,2017-06-10 13:27:00,2017,June,13:27:00,13,PM,landslide,rain,small,retaining_wall,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,106.6185846,-6.714382566
346,9732,2017-06-05 13:20:00,2017,June,13:20:00,13,PM,landslide,leaking_pipe,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,18.18030889,42.62244921
347,9911,2016-08-30 14:32:00,2016,August,14:32:00,14,PM,landslide,downpour,medium,engineered_slope,1.0,1.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,101.677787,3.185783
348,9824,2017-05-18 13:15:00,2017,May,13:15:00,13,PM,landslide,earthquake,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-80.89111591,37.35718266
349,9818,2017-05-18 20:14:00,2017,May,20:14:00,20,PM,landslide,rain,small,below_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,114.04228,4.193408
350,9821,2017-06-18 13:15:00,2017,June,13:15:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-109.4327121,44.76558796
351,9786,2017-05-26 16:59:00,2017,May,16:59:00,16,PM,landslide,continuous_rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,80.49138664,6.260792736
352,9785,2017-05-26 13:34:00,2017,May,13:34:00,13,PM,landslide,rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,88.59676956,27.54295099
353,9902,2017-06-29 13:20:00,2017,June,13:20:00,13,PM,mudslide,rain,medium,natural_slope,1.0,1.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,73.51484236,34.78860948
354,9909,2017-06-30 13:20:00,2017,June,13:20:00,13,PM,landslide,freeze_thaw,small,engineered_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,25.29081852,54.68714771
355,9887,2016-08-16 17:45:00,2016,August,17:45:00,17,PM,landslide,rain,very_large,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,12.132183,46.539613
356,9927,2017-07-02 15:17:00,2017,July,15:17:00,15,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,78.06239076,32.23843313
357,9921,2017-07-01 15:17:00,2017,July,15:17:00,15,PM,landslide,rain,medium,natural_slope,3.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,83.00633062,28.27909521
358,9898,2016-08-24 17:45:00,2016,August,17:45:00,17,PM,landslide,rain,medium,natural_slope,0.0,1.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,103.8448574,22.33644964
359,9913,2016-08-29 14:32:00,2016,August,14:32:00,14,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,73.022276,19.170539
361,9923,2017-07-03 14:32:00,2017,July,14:32:00,14,PM,landslide,rain,large,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,84.307977,28.107142
362,9891,2017-06-30 13:20:00,2017,June,13:20:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,84.43754872,27.8077847
363,8455,2013-08-25 06:08:00,2013,August,06:08:00,6,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,United States,US,Oregon,682.0,Condon,24.68877,-120.1971,45.4563
364,9895,2016-08-24 17:45:00,2016,August,17:45:00,17,PM,landslide,unknown,medium,natural_slope,1.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,74.948082,33.029977
365,9910,2016-08-28 14:32:00,2016,August,14:32:00,14,PM,landslide,rain,small,urban,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-61.521836,10.679445
366,9894,2016-08-22 17:45:00,2016,August,17:45:00,17,PM,landslide,downpour,small,urban,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,100.31801,5.39558
367,9919,2017-06-30 15:17:00,2017,June,15:17:00,15,PM,landslide,downpour,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,84.00622259,28.21676766
368,9914,2016-08-30 14:32:00,2016,August,14:32:00,14,PM,landslide,continuous_rain,large,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,120.732714,16.574445
369,9907,2017-06-28 13:20:00,2017,June,13:20:00,13,PM,mudslide,rain,medium,above_road,1.0,1.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,68.54795417,39.39506856
370,9931,2017-06-30 15:17:00,2017,June,15:17:00,15,PM,landslide,downpour,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,93.9310888,25.06657276
371,9893,2016-10-29 13:20:00,2016,October,13:20:00,13,PM,landslide,downpour,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,100.2633923,5.396168592
372,9920,2016-08-31 14:32:00,2016,August,14:32:00,14,PM,landslide,rain,small,unknown,2.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,85.219709,27.503555
373,9890,2017-06-30 13:20:00,2017,June,13:20:00,13,PM,landslide,downpour,small,unknown,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,129.7143555,33.79383585
374,10028,2017-06-26 13:10:00,2017,June,13:10:00,13,PM,mudslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-117.5532998,47.80539609
375,9916,2016-08-31 14:32:00,2016,August,14:32:00,14,PM,landslide,unknown,medium,above_road,1.0,1.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,51.250434,36.279188
376,9906,2017-06-29 13:20:00,2017,June,13:20:00,13,PM,landslide,downpour,very_large,above_coast,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-2.758021539,50.70838436
377,9901,2016-08-25 18:59:00,2016,August,18:59:00,18,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,174.57834,-36.933713
378,9892,2016-08-21 17:45:00,2016,August,17:45:00,17,PM,landslide,rain,small,natural_slope,1.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,78.401303,31.45206
379,9900,2017-06-27 13:20:00,2017,June,13:20:00,13,PM,landslide,continuous_rain,medium,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,105.4547324,9.237362549
380,9936,2017-07-03 15:17:00,2017,July,15:17:00,15,PM,landslide,unknown,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,77.52161234,32.30628994
381,9930,2017-05-26 15:17:00,2017,May,15:17:00,15,PM,landslide,monsoon,large,unknown,46.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,80.38461313,6.702272807
382,9922,2017-07-01 15:17:00,2017,July,15:17:00,15,PM,landslide,continuous_rain,medium,natural_slope,3.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,83.65247597,28.06986667
383,9917,2016-09-01 14:32:00,2016,September,14:32:00,14,PM,landslide,flooding,large,natural_slope,4.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,92.821182,24.768609
384,9926,2016-08-31 14:32:00,2016,August,14:32:00,14,PM,landslide,rain,large,natural_slope,7.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,86.191717,28.007828
385,9928,2017-07-02 15:17:00,2017,July,15:17:00,15,PM,landslide,continuous_rain,small,above_river,1.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,83.95706865,28.27254506
386,7958,2016-03-15 08:06:00,2016,March,08:06:00,8,AM,landslide,unknown,unknown,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.6993,45.5159
387,9932,2017-07-01 15:17:00,2017,July,15:17:00,15,PM,landslide,downpour,medium,below_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,93.65975252,27.10647226
388,9937,2017-07-03 15:17:00,2017,July,15:17:00,15,PM,landslide,rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,74.41035052,14.52203442
389,9896,2016-08-23 17:45:00,2016,August,17:45:00,17,PM,landslide,flooding,medium,mine,7.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,103.993894,22.039752
390,9935,2017-07-01 15:17:00,2017,July,15:17:00,15,PM,landslide,continuous_rain,medium,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,93.60815652,27.08168565
391,9899,2017-06-29 13:20:00,2017,June,13:20:00,13,PM,landslide,rain,medium,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,75.80813836,33.18477201
392,9915,2016-08-28 14:32:00,2016,August,14:32:00,14,PM,landslide,rain,small,above_road,1.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,78.681379,30.922325
393,9897,2017-06-30 13:20:00,2017,June,13:20:00,13,PM,landslide,downpour,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,75.29750088,33.08146902
394,9888,2017-06-30 13:20:00,2017,June,13:20:00,13,PM,rock_fall,downpour,medium,above_road,1.0,0.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,6.807628202,44.32688636
395,9908,2017-06-30 19:37:00,2017,June,19:37:00,19,PM,landslide,unknown,small,natural_slope,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,100.331416,6.190195
396,9905,2017-06-29 13:20:00,2017,June,13:20:00,13,PM,mudslide,downpour,small,above_river,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,76.95661041,43.09367409
397,9903,2016-08-25 18:59:00,2016,August,18:59:00,18,PM,landslide,unknown,small,above_coast,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,0.389642,49.773429
398,9889,2016-08-21 17:45:00,2016,August,17:45:00,17,PM,landslide,downpour,small,urban,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,100.309601,5.456131
399,9924,2017-07-02 15:17:00,2017,July,15:17:00,15,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,78.0685005,32.26186432
400,9925,2017-07-02 15:17:00,2017,July,15:17:00,15,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,78.06616409,32.24637329
401,9918,2017-06-30 15:17:00,2017,June,15:17:00,15,PM,landslide,continuous_rain,medium,natural_slope,3.0,3.0,Yes,unknown,unknown,unknown,-1.0,unknown,-1.0,87.50256183,27.18732399
402,9820,2017-05-18 13:15:00,2017,May,13:15:00,13,PM,landslide,rain,small,above_road,0.0,0.0,No,unknown,unknown,unknown,-1.0,unknown,-1.0,-122.2381187,47.96243163
